lon,lat,name,address,pname,cityname,business_area,type
114.25729652763594,30.57139773907948,武汉开放大学,中山大道194号(武胜路地铁站A口步行340米),湖北省,武汉市,荣华,科教文化服务;学校;高等院校
114.25445593950374,30.585115906529275,武汉老年大学同济分校,航空路13附90号附近,湖北省,武汉市,宝丰,科教文化服务;学校;成人教育
114.21306971788584,30.71415898293286,华中师范大学(盘龙城校区),航城西路与华云街交叉口南320米,湖北省,武汉市,,科教文化服务;学校;学校
114.41696062169352,30.70174234526651,武汉市黄陂区武湖街老年学校,光明路武湖老年大学,湖北省,武汉市,长江新区,科教文化服务;学校;成人教育
114.30691019064558,30.69854247938597,二八八社区老年学校,汉口北大道辅路与汉黄路交叉口西120米,湖北省,武汉市,,科教文化服务;学校;成人教育
114.380187544182,30.881002098479964,黄陂区老年大学,百兴街61号,湖北省,武汉市,前川,科教文化服务;学校;成人教育
114.57548013307402,30.884795202748798,黄陂区六指街甘棠社区老年大学,甘棠大道185号,湖北省,武汉市,,科教文化服务;学校;成人教育
114.53091119084714,30.926554801586107,黄陂区蔡家榨街老年学校,蔡家榨街道,湖北省,武汉市,,科教文化服务;学校;成人教育
114.27358208632452,30.60845687638006,武汉老年大学(香江路校区),唐家墩街办事处香江路11号,湖北省,武汉市,唐家墩,科教文化服务;学校;成人教育
114.25457022524385,30.616898401345473,武汉市济民老年大学,马场路195号,湖北省,武汉市,常青,科教文化服务;学校;成人教育
114.25307944661982,30.633490065446722,思远教育社区老年大学,常青五路远洋心里幼儿园4楼,湖北省,武汉市,汉兴,科教文化服务;学校;成人教育
114.30060513540755,30.609188986533056,江岸区老年大学,京汉大道1151号(黄浦路地铁站E口步行250米),湖北省,武汉市,永清,科教文化服务;学校;成人教育
114.28488952312767,30.60395278062956,江汉大学(汉口校区),球场路145号(苗栗路地铁站B口步行300米),湖北省,武汉市,,科教文化服务;学校;高等院校
114.27009316758499,30.593801116013537,武汉市江汉区老年大学,台北一路68号,湖北省,武汉市,建设大道,科教文化服务;学校;成人教育
114.29172598992614,30.616701586513994,长江老年大学,惠济路48号(赵家条地铁站G临时出入口步行220米),湖北省,武汉市,黄浦路,科教文化服务;学校;成人教育
114.29737609693726,30.625772723716814,长航老年大学,二七街办事处建设大道科技村1栋,湖北省,武汉市,黄浦路,科教文化服务;学校;成人教育
114.28254153526494,30.641069669262844,武汉老年大学,金桥大道26号,湖北省,武汉市,后湖,科教文化服务;学校;成人教育
114.3049003350962,30.639427892975426,湖北广电中老年大学(后湖分校),永红工业园8号,湖北省,武汉市,二七,科教文化服务;学校;成人教育
114.31120530432406,30.64422626928319,江岸区老年大学百步亭花园社区分校,温馨路12号,湖北省,武汉市,后湖,科教文化服务;学校;成人教育
114.3682797372565,30.69211364533666,湖北大学汉口校区,谌家矶街兴盛路特一号,湖北省,武汉市,长江新区,科教文化服务;学校;高等院校
114.36498927027414,30.62641673563425,武汉科技大学青山校区,和平大道947号,湖北省,武汉市,建二,科教文化服务;学校;高等院校
114.36587177538051,30.611782652232993,武钢老年大学,园林路71号,湖北省,武汉市,钢都,科教文化服务;学校;成人教育
114.36649093420294,30.626736792248277,武汉科技大学青山校区东院,建设二路(建设二路地铁站D口步行360米),湖北省,武汉市,建二,科教文化服务;学校;高等院校
114.36434594805857,30.6253519751184,武汉科技大学青山校区西院,和平大道947号武汉科技大学青山校区,湖北省,武汉市,建二,科教文化服务;学校;高等院校
114.40403882093891,30.64144189123029,武汉市青山老年大学,水泥一路西200米青山公园内(东侧),湖北省,武汉市,冶金,科教文化服务;学校;成人教育
114.34322564758227,30.52424030066104,武汉理工大学马房山校区西院,珞狮路122号,湖北省,武汉市,石牌岭,科教文化服务;学校;高等院校
114.34609168581639,30.522216994215267,武汉理工大学(马房山校区),珞狮路122号(马房山地铁站D口步行460米),湖北省,武汉市,珞南,科教文化服务;学校;高等院校
114.33481707261579,30.51806445658443,武汉科技大学洪山校区,雄楚大道199号,湖北省,武汉市,石牌岭,科教文化服务;学校;高等院校
114.3483007096714,30.521036654884476,武汉理工大学马房山校区东院,珞狮路205号(马房山地铁站D口步行330米),湖北省,武汉市,珞南,科教文化服务;学校;高等院校
114.33842459277972,30.516156411342696,武汉理工大学鉴湖校区,工大路21号,湖北省,武汉市,石牌岭,科教文化服务;学校;高等院校
114.34351141541394,30.52209148135064,武汉市洪山区老年大学,珞狮南路118号黎明村迪光大厦左边5层,湖北省,武汉市,石牌岭,科教文化服务;学校;成人教育
114.32744059272542,30.51090958281076,武汉理工大学(南湖校区),雄楚大道258号,湖北省,武汉市,珞南,科教文化服务;学校;高等院校
114.35574826629468,30.519856276265788,华中师范大学,珞喻路152号,湖北省,武汉市,珞南,科教文化服务;学校;高等院校
114.35238035198336,30.509076752217087,华中师范大学(南湖校区),雄楚大道382号,湖北省,武汉市,珞南,科教文化服务;学校;高等院校
114.39334503982973,30.523239216288072,中国地质大学(西区),鲁磨路388号,湖北省,武汉市,,科教文化服务;学校;高等院校
114.39380949075291,30.531225590505375,中国地质大学(北区),宁静路与北二路交叉口西北40米,湖北省,武汉市,,科教文化服务;学校;高等院校|商务住宅;住宅区;宿舍
114.30347912480349,30.48104824455496,湖北工业大学,南李路28号(湖工大地铁站B口步行300米),湖北省,武汉市,,科教文化服务;学校;高等院校
114.3957418231641,30.524352624147898,中国地质大学,鲁磨路388号,湖北省,武汉市,,科教文化服务;学校;高等院校
114.4129313396607,30.514997302849668,华中科技大学,珞喻路1037号,湖北省,武汉市,,科教文化服务;学校;高等院校
114.39889365736542,30.521526585910628,中国地质大学(东区),鲁磨路388号,湖北省,武汉市,,科教文化服务;学校;高等院校
114.38498276329094,30.50443074657273,武汉工程大学武昌校区,雄楚大道693号,湖北省,武汉市,鲁巷,科教文化服务;学校;高等院校
114.3681950972573,30.50620307680578,湖北省旅游学校,雄楚大道488号,湖北省,武汉市,卓刀泉,科教文化服务;学校;高等院校
114.35605038177708,30.525901915194932,华中师范大学新农学校,珞喻路154号广埠屯资讯广场B座9层,湖北省,武汉市,珞南,科教文化服务;学校;高等院校
114.35041091450154,30.47457973193704,华中农业大学,狮子山街1号,湖北省,武汉市,,科教文化服务;学校;高等院校
114.38759004837077,30.488957063323184,中南民族大学,关山街道民族大道182号,湖北省,武汉市,,科教文化服务;学校;高等院校
114.3918992137171,30.505262010727826,湖北开放大学,民族大道26号(光谷广场地铁站C口步行320米),湖北省,武汉市,鲁巷,科教文化服务;学校;成人教育
114.2687712568373,30.483034024012365,江汉大学(武昌校区),白沙洲大道张家湾特1号,湖北省,武汉市,张家湾,科教文化服务;学校;高等院校
114.42604462810239,30.51377294202551,华中科技大学东校区,珞喻东路415号,湖北省,武汉市,,科教文化服务;学校;高等院校
114.39299407527658,30.487264015714256,武汉纺织大学南湖校区,纺织路1号,湖北省,武汉市,光谷,科教文化服务;学校;高等院校
114.32376532984739,30.491050463494012,华中师范大学(软件培训学院),周家湾168号,湖北省,武汉市,珞南,科教文化服务;学校;高等院校
114.40901310357258,30.487174018332727,武汉职业技术大学光谷校区,三逸路与东逸大道交叉口东140米,湖北省,武汉市,关山,科教文化服务;学校;高等院校
114.40266504824699,30.48893797565412,武汉职业技术大学光谷校区西区,关山大道558号,湖北省,武汉市,关山,科教文化服务;学校;高等院校
114.4105538825617,30.48671903719776,武汉职业技术大学,东湖新技术开发区关山大道463号,湖北省,武汉市,关山,科教文化服务;学校;高等院校
114.26458638180092,30.450261004239117,湖北中医药大学(黄家湖校区),黄家湖西路16号,湖北省,武汉市,,科教文化服务;学校;高等院校
114.34426337127485,30.52149036284551,兵团大地马房山老年大学店,洪山区珞狮路170号黎明村13栋一单元一楼19号,湖北省,武汉市,石牌岭,科教文化服务;科教文化场所;科教文化场所
114.26262346480961,30.441909418145105,武汉科技大学(黄家湖校区),青菱街道黄家湖西路2号,湖北省,武汉市,,科教文化服务;学校;高等院校
114.39149357161368,30.500096630355888,湖北经济管理大学,雄楚大街918号长江职业学院,湖北省,武汉市,鲁巷,科教文化服务;学校;高等院校
114.25431463558071,30.483535195233976,湖上区老年大学金色城市社区学校,万科金色城市23地块西1门旁,湖北省,武汉市,张家湾,科教文化服务;学校;成人教育
114.4096860053601,30.51980570847019,华中科技大学老年大学,珞瑜路1037号华中科技大学,湖北省,武汉市,,科教文化服务;学校;成人教育
114.39295974516311,30.490932984911485,中南民族大学老年大学,民族社区路与凌家山北路交叉口东北160米,湖北省,武汉市,光谷,科教文化服务;学校;成人教育
114.3481597545909,30.47681181923426,武汉老年大学华农大分校,狮子山街1号华中农业大学翠竹路附近,湖北省,武汉市,,科教文化服务;学校;成人教育
114.3324084832076,30.48851572804542,澳新专修学院湖北传媒摄影技师学院,珞狮南路322号,湖北省,武汉市,珞南,科教文化服务;学校;高等院校
114.6121098300145,30.460222510174017,中国地质大学未来城校区,东湖新技术开发区锦程街68号,湖北省,武汉市,,科教文化服务;学校;高等院校
114.19574945646958,30.42846481109575,中南财经政法大学(石咀校区),武金堤路,湖北省,武汉市,,科教文化服务;学校;高等院校
