lon,lat,name,address,pname,cityname,business_area,type
114.56329404056709,30.64114540313547,阳逻大桥管理所,汽渡路340号,湖北省,武汉市,阳逻,政府机构及社会团体;政府机关;政府机关相关
114.56560055804489,30.705731808124007,武汉阳逻经济开发区管理委员会,阳逻开发区地铁站C口步行380米,湖北省,武汉市,长江新区,政府机构及社会团体;政府机关;政府机关相关
114.97210403041359,30.94861452820072,徐古街道办事处,徐古社区1,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇级政府及事业单位
114.78689974120651,30.82679439988361,新洲区人民政府政务服务中心,邾城街龙腾大道99号祥和世纪城1栋,湖北省,武汉市,,政府机构及社会团体;政府机关;区县级政府及事业单位
114.79783396600364,30.83382219744905,新洲区园林和林业局,云梦街176号,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位
114.71279607392624,30.93334511742931,毛家冲村村民委员会,毛冲村附近,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.78689874338379,30.82675042300236,新洲区政务服务大厅,龙腾大道祥和世纪城1号楼1楼,湖北省,武汉市,,政府机构及社会团体;政府机关;政府机关相关
114.89905439708981,30.940123834277696,易河村村委会,潘塘街,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.58289965980201,30.62338493256078,阳逻双柳街杨畈村村民委员会,天翔路与龙口路交叉口东北460米,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.55087952511866,30.677644809833225,武汉新港海关,阳逻街平江路,湖北省,武汉市,阳逻,政府机构及社会团体;政府机关;地市级政府及事业单位
114.80337464712449,30.832080545369045,武汉市新洲区城市管理执法局,邾城街龙腾大道176号,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位
114.60322684391228,30.832345115568753,武汉长江新区仓埠街道办事处,开源街99号,湖北省,武汉市,长江新区,政府机构及社会团体;政府机关;乡镇级政府及事业单位
114.78756903234871,30.83584927839759,举水橡胶坝,邾城街,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;政府机关相关
114.79325058958905,30.83537099979065,中国社会保险经办服务大厅,邾城街古城大道156号,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位|金融保险服务;保险公司;保险公司
114.70490739981456,30.780672604573773,汪集街道办事处,汪兴路198号附近,湖北省,武汉市,汪集,政府机构及社会团体;政府机关;乡镇级政府及事业单位
114.64745136671334,30.5968396965897,双柳街道办,周孟学林路1号,湖北省,武汉市,双柳,政府机构及社会团体;政府机关;乡镇级政府及事业单位
114.7384104238296,30.769637100374503,陶咀村村委会,汪集镇,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.79538147052506,30.845855448012074,武汉市新洲区发展和改革局,解放路1号,湖北省,武汉市,邾城,政府机构及社会团体;政府及社会团体相关;政府及社会团体相关
114.73116575636216,30.954081400314745,郭岗村村委会,郭家岗村附近,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.78692278095738,30.826755453940503,武汉市新洲区行政审批局,祥和世纪城1栋,湖北省,武汉市,,政府机构及社会团体;政府及社会团体相关;政府及社会团体相关
114.70593453605636,30.784073384720323,汪集村村委会,山上湾76,湖北省,武汉市,汪集,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.96286440657016,30.86164845674166,祠堂湾村村委会,旧街街道祠堂湾村委会,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.88724559425971,30.943885861485978,曹岗村村委会,三店街,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.89604275443575,30.8353984226019,左河村村委会,旧街乡左河村村委会旧街,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.80385201214894,30.850500993633418,武汉市新洲区公路管理局,永安大道405号,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位|政府机构及社会团体;交通车辆管理;交通管理机构
114.56821128710226,30.673778817247463,兴盛社区居委会,阳光北路与高新西路交叉口北280米,湖北省,武汉市,阳逻,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.796542564418,30.892802400607014,七里村村委会,三店街,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.55125647145822,30.676878841140027,汉口出入境边防检查站,平江大道与扬帆路交叉口东南280米,湖北省,武汉市,长江新区,政府机构及社会团体;政府机关;政府机关相关
114.79173892125245,30.83602431171821,武汉市新洲区卫生健康局,衡州大道34号,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位
114.87613553716163,30.842067870208783,柳林村村委会,柳林村,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.79709378387956,30.843440574812302,武汉市新洲区农业农村局,红旗街25号,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位
114.79406749341676,30.83221485405802,武汉市新洲区人民检察院,广场街116号,湖北省,武汉市,邾城,政府机构及社会团体;公检法机构;检察院
114.75169630904558,30.7939070991411,新港村村委会,汪家港186号,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.7904456431057,30.82533734291592,武汉市生态环境局新洲区分局,邾城街民防路168号,湖北省,武汉市,,政府机构及社会团体;政府机关;区县级政府及事业单位
114.7653703095799,30.930646175626066,柳溪村村委会,新凤大道与郭竹线三店街,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.69190536605852,30.902628021536227,罗岗村村委会,李集街,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.79380368430164,30.83390468400668,新洲区文化和旅游局,古城大道175号,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位
114.83827191136047,30.837805588540885,新洲区气象局,洪岗村,湖北省,武汉市,,政府机构及社会团体;政府机关;区县级政府及事业单位
114.80378725003166,30.84621730708145,武汉市新洲区审计局,新洲大街77号,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位
114.78280450185662,30.943677526002784,李旻村村民委员会,店柳路,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.86610173416234,30.892435887981797,新洲区三店街陶田村村委会,新徐路三店街道陶田村委会,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.79531351968569,30.843848473663055,中共武汉市新洲区委员会,红旗街12号,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位
114.5310494808586,30.69107274130666,长江海事局武汉监管救助综合基地,武湖一村附近,湖北省,武汉市,长江新区,政府机构及社会团体;政府机关;地市级政府及事业单位
114.79341887642086,30.835458212335226,人社社保服务窗口(武汉市新洲区社会保险基金结算中心),邾城街古城大道156号1楼,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位
114.67899128067897,30.91159775163976,刘溪村村委会,刘溪村附近,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.80349121537044,30.85157575596103,武汉市烟草专卖局新洲区局,永安大道411号,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位
114.76065096244022,30.823625508604547,武汉市新洲区邾城街道陈先村村民委员会,203号楼邾城街,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.92100374154171,30.836613453589898,旧街街道办事处,左河村方家河湾,湖北省,武汉市,旧街,政府机构及社会团体;政府机关;乡镇级政府及事业单位
114.87910437136651,30.93109777563214,黄岗村村民委员会,黄岗村附近,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.6998778532574,30.800465179207013,陈墩村村委会,陈墩大湾244号,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.73679323773185,30.87107941946635,新屋村村委会,凤长路东侧,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.81192976526664,30.773870621062848,辛冲街道办事处,辛冲街道正街1号,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇级政府及事业单位
114.86182965261443,30.86168928787487,上塘村委会,新道公路,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.62606255138103,30.886989646377987,陶岗村村委会,阳福路东南侧,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.79393090822427,30.84563128060684,武汉市新洲区交通运输局,古城大道351号,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位
114.57605959845901,30.671005254544266,阳逻街人力资源和社会保障服务中心,阳逻街潘庙四路阳逻街政务服务中心,湖北省,武汉市,阳逻,生活服务;人才市场;人才市场
114.7879610606956,30.83117445719358,武汉市新洲区城乡居民社会养老保险局,章林路81号,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位
114.78775308021174,30.827029475589185,武汉住房公积金管理中心,龙腾大街祥和世纪城2号楼,湖北省,武汉市,,政府机构及社会团体;政府机关;地市级政府及事业单位|政府机构及社会团体;政府机关;区县级政府及事业单位
114.84893981717508,30.804848144806687,干河村村委会,竹林屋附近,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.66465286922464,30.77891173899393,白洋村村委会,018乡道,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.96955157506076,30.892985253755263,道观村村委会,汪家珑2号,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.82910797954,30.840953006223423,毛铺村村委会,辛冲街道毛铺村委会,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.62554752843033,30.788187724444843,金岗村村委会,仓埠街,湖北省,武汉市,长江新区,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.80271634775707,30.844058670144612,武汉市新洲区应急管理局,洪闾路与永安大道交叉口西20米,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位
114.77089540699616,30.804191013032476,肖桥村村委会,邾城街道肖桥村委会(肖桥街北),湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.65350819818217,30.907720382135988,罗院村村委会,[],湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.90763593712592,30.7891931874403,武汉市新洲区孔子河水库管理处,郑家塆,湖北省,武汉市,,政府机构及社会团体;政府机关;政府机关相关
114.8927861331554,30.96244453019102,新洲区潘塘街曾岗村委会,潘塘街道曾岗村村民委员会,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.69787089754189,30.921947105085742,春光村村委会,大李凹5号,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.56597117552326,30.669455239048062,阳逻街财政所,阳光大道551号,湖北省,武汉市,阳逻,政府机构及社会团体;政府机关;乡镇级政府及事业单位
114.87118530158153,30.919695569431696,武汉市新洲区三店街石河村村民委员会,三店街道石河小学,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.70618278711855,30.8702130779389,胡店村村委会,新李路李集街胡店村委会,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.80422624174705,30.832920558426377,武汉市新洲区农业综合执法大队,古衡路96号,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位
114.8070552111054,30.957817335118857,杨岗村村委会,[],湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.79555763588039,30.83590233801652,武汉市新洲区退役军人事务局,邾城花园南门东80米,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位
114.79975149134108,30.822728574781998,余姚村村委会,气象路西侧,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.94453836437137,30.840701673500348,石咀村村委会,旧街街道旧街街石咀村村民委员会,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.56386411127313,30.65216535747606,长江新区阳逻街工作委员会,汽渡路183号,湖北省,武汉市,长江新区,政府机构及社会团体;政府机关;乡镇级政府及事业单位
114.7901156662279,30.830319072874655,武汉市新洲区科学技术和信息化局,万盛街与人民路交叉口西北20米,湖北省,武汉市,,政府机构及社会团体;政府机关;区县级政府及事业单位
114.64063581410335,30.89685437982541,新洲区仓埠街林岗村民委员会,林岗街道林岗村街财神湾附近,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.90239764256343,30.852160228585117,新洲区旧街街王屋村村民委员会,王屋村,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.63739798931817,30.91414953960721,新洲区仓埠街上岗村村民委员会,仓埠街道上岗村委会(上岗小学旁),湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.63739798931817,30.91414953960721,新洲区仓埠街上岗村村民委员会,仓埠街道上岗村委会(上岗小学旁),湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.89091236214404,30.992879283096276,潘塘街道办事处,潘塘路345号,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇级政府及事业单位
114.66129763778585,30.888961616994347,方杨村村委会,仓埠街,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.86710995665014,30.785505078362327,胡山村村委会,辛冲街道胡山村村民委员会(郭竹路西),湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.61875369564501,30.89398711652543,叶岗村村委会,叶岗村附近,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.78145776507615,30.98785487198919,武汉市新洲区三店街份子村村民委员会,店柳路228号,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.78867344035423,30.875355388834073,董椿村村委会,徐家墩45号,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.641234103964,30.690481033104852,新洲区阳逻街竹咀村村民委员会,金台镇,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.9732186497613,30.82677167435826,大雾山村村委会,旧街街道武汉市大雾山村委会,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.61745322680027,30.7123988979243,新洲区阳逻街道金台村委会,阳逻开发区阳逻街,湖北省,武汉市,长江新区,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.64557919513003,30.831992058701008,柏树村村委会,柏树村委会,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.71516458790853,30.950941150235113,新洲区凤凰镇关圣寨村委会,[],湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.53712433993991,30.75806798568059,陡坡村村委会,仓埠街,湖北省,武汉市,长江新区,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.59092089626108,30.71672762659071,曹铺村村委会,阳逻街道曹铺村委会(109省道东),湖北省,武汉市,长江新区,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.90866778183846,30.912770762249053,李河村村委会,新徐公路,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.83959314426367,30.93686176453175,三店街道岗村村委会,400乡道与402县道交叉口北100米,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.7846640998843,30.77029102945849,新洲区邾城街道联合村村委会,联合村花屋湾,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.93357510221834,30.81101951395597,团上村村委会,邵家塆附近,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.64373623437794,30.68225665950287,邵咀村村委会,邵咀村附近,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.7439302861037,30.81869672230657,钱寨村村委会,邾城街道钱寨村村民委员会,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.79741292632949,30.848645152618378,武汉市新洲区统计局,邾城街87号,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位
114.77320848758447,30.739255551979497,新洲区刘大公路管理站,刘大路与065乡道交叉口南100米,湖北省,武汉市,,政府机构及社会团体;政府机关;区县级政府及事业单位
114.77767631036727,30.921728122263268,三店街道办事处财政所,106国道西北40米,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇级政府及事业单位
114.62433429633063,30.90487842906208,五峰村村委会,仓埠街,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.60117516330759,30.787850407929543,甘庙村村委会,仓埠街道甘庙村村民委员会,湖北省,武汉市,长江新区,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.77224491892544,30.85025362374618,城西村村委会,新李路周上湾,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.79707673346124,30.84366542008659,中共武汉市新洲区委老干部局,红旗街18号,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位
114.74761123013266,30.703738667336847,新洲区双柳街莲湖村村民委员会,长孙堤双柳街道莲湖村村民委员会,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.65835454812866,30.90381458289612,林埠村村委会,仓埠街林埠村老屋岗,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.74740574437206,30.988578581439413,余寨村村委会,京广线,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.79966006892631,30.849149589029754,邾城街道办事处,邾城街与齐安大道交叉口东60米,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;乡镇级政府及事业单位
114.59512812031711,30.626544556228133,沟湾村村民委员会,杨沟湾2号,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.7904255955186,30.82550122179157,新洲区生态环境局,邾城街民防路168号,湖北省,武汉市,,政府机构及社会团体;政府机关;政府机关相关
114.67849089647245,30.9399760636054,建新村村委会,李集街道,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.93349523371151,30.953034014253223,谢店村村委会,徐古街,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.92677468338289,30.978836864982608,李店村村委会,徐古大道北150米,湖北省,武汉市,,政府机构及社会团体;政府机关;政府机关相关
114.53036042395664,30.68963970442772,长江航道武汉应急抢险打捞基地,阳逻街江堤村,湖北省,武汉市,长江新区,公司企业;公司;公司
114.64914775213573,30.874147793910225,丛林村村委会,仓埠镇仓埠街,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.61733142420545,30.78331665666308,洪山村村委会,S5武英高速,湖北省,武汉市,长江新区,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.89629468808106,30.930979327629572,谢畈村村委会,[],湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.80572002937436,30.870075104192303,龙桥村村委会,汪五房湾138,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.61322454809144,30.742338868834544,杨咀村村委会,[],湖北省,武汉市,长江新区,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.89895172024312,30.88910963473635,熊畈村委会,新和线西南40米,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.72270832822662,30.871414309845623,得胜村村委会,李集街道李集街得胜村委会,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.93351557357309,30.936768537090174,周山村村委会,新徐公路北50米,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.58546054722612,30.644576933659962,新洲区双柳街道沙咀村村民委员会,平江大道王家沙咀湾142号楼附近,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.80083839125422,30.754015352025135,破月村委会,[],湖北省,武汉市,,政府机构及社会团体;政府及社会团体相关;政府及社会团体相关
114.81610620148824,30.80004828481315,虎山村村委会,程竹林湾39号,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.79641051663982,30.84367133537845,武汉市新洲区信访局,政通路新洲区政府,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位
114.61829285157393,30.814403777108193,茶店村村委会,仓埠镇茶店村,湖北省,武汉市,长江新区,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.56226796515433,30.656288448972038,阳逻街国土资源和规划管理所,汽渡路95号,湖北省,武汉市,长江新区,政府机构及社会团体;政府机关;乡镇级政府及事业单位
114.64157341380647,30.881679611543298,吴胜村村委会,港边潘附近,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.76643413205716,30.86194684028257,大渡村村委会,大渡村委会(318国道东),湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.6702951403754,30.91706101495399,杨岔村村民委员会,仓埠街道,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.88353337283424,30.808777551043285,大山垴村村民委员会,[],湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
115.05901384924019,30.88962850349136,将军山村委会,徐古街道,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.70489014811862,30.69011427896514,滨湖村委会,大房塆附近,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.56169149805527,30.661373406732565,武汉阳逻海事处,平江东路33号,湖北省,武汉市,阳逻,政府机构及社会团体;政府机关;乡镇级政府及事业单位
114.91930669331855,30.90031773701722,旧街街曹井村村民委员会,[],湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.7952524166493,30.843771419750826,武汉市新洲区监察委员会,龙腾大道凤仪路2号,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位
114.62948996404977,30.65800086241257,毛集村村民委员会,阳逻街道,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.79705133066648,30.929817633710453,东门村村委会,龙丘大街与027乡道交叉口东500米,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.64814101718878,30.846945123204737,新畈村村委会,汪集街新畈村委会,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.98268779731872,30.98980541387681,万岗村村委会,徐古街道,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.56994306864408,30.634310008946585,汽渡社区居委会,汽渡路,湖北省,武汉市,长江新区,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.80936463351681,30.831506502595616,武汉市新洲区监察局派出第二分局,凤仪路2号,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位
114.91487975527481,31.010288366825286,姜墩村村民委员会,潘塘街道,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.75276120793302,30.857135196731512,张师村村委会,[],湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.73079534279418,30.833637239174337,八屋村村委会,李集街道八屋村村民委员会东南门旁,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.57361404092136,30.656147977352195,军安社区居委会,陶家路35号,湖北省,武汉市,阳逻,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.79342088923498,30.835349276608085,武汉市新洲区人力资源和社会保障局社会保险科,古城大道156号3楼302号,湖北省,武汉市,邾城,政府机构及社会团体;政府机关;区县级政府及事业单位
114.86705022725204,30.76947553730993,朱岗村村委会,辛冲街道朱岗村,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.69446258673274,30.891485274399987,张信村村委会,张信塆附近,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.71170513975665,30.9724604168354,陈田村村委会,陈田村,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.87303645791377,30.80931335368141,段家山村村民委员会,旧街街道,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.90280436960502,30.877038884045255,旧街街火车站社区居委会,发展大道5号,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.67054409413497,30.87615029532837,李集社区党群服务中心,商场街8点,湖北省,武汉市,新洲区李集未草刘湾(城区外),政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
114.95384886895849,30.82923041936371,姚家河村村委会,旧街街姚家河村会,湖北省,武汉市,,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
